"","X1","FECHA","NOMBRE_DIA","FESTIVO"
"616",616,"9/8/2015","MARTES","0"
"617",617,"9/9/2015","MIERCOLES","0"
"618",618,"9/10/2015","JUEVES","0"
"619",619,"9/11/2015","VIERNES","0"
"620",620,"9/12/2015","SÁBADO","0"
"621",621,"9/13/2015","DOMINGO","0"
"622",622,"9/14/2015","LUNES","0"
"623",623,"9/15/2015","MARTES","0"
"624",624,"9/16/2015","MIERCOLES","0"
"625",625,"9/17/2015","JUEVES","0"
"626",626,"9/18/2015","VIERNES","0"
"627",627,"9/19/2015","SÁBADO","SVT"
"628",628,"9/20/2015","DOMINGO","0"
"629",629,"9/21/2015","LUNES","0"
"630",630,"9/22/2015","MARTES","0"
"631",631,"9/23/2015","MIERCOLES","0"
"632",632,"9/24/2015","JUEVES","0"
"633",633,"9/25/2015","VIERNES","0"
"634",634,"9/26/2015","SÁBADO","0"
"635",635,"9/27/2015","DOMINGO","0"
"636",636,"9/28/2015","LUNES","0"
"637",637,"9/29/2015","MARTES","0"
"638",638,"9/30/2015","MIERCOLES","0"
"639",639,"10/1/2015","JUEVES","0"
"640",640,"10/2/2015","VIERNES","0"
"641",641,"10/3/2015","SÁBADO","0"
"642",642,"10/4/2015","DOMINGO","0"
"643",643,"10/5/2015","LUNES","0"
"644",644,"10/6/2015","MARTES","0"
"645",645,"10/7/2015","MIERCOLES","0"
"646",646,"10/8/2015","JUEVES","0"
"647",647,"10/9/2015","VIERNES","0"
"648",648,"10/10/2015","SÁBADO","0"
"649",649,"10/11/2015","DOMINGO","0"
"650",650,"10/12/2015","LUNES","2"
"651",651,"10/13/2015","MARTES","0"
"652",652,"10/14/2015","MIERCOLES","0"
"653",653,"10/15/2015","JUEVES","0"
"654",654,"10/16/2015","VIERNES","0"
"655",655,"10/17/2015","SÁBADO","0"
"656",656,"10/18/2015","DOMINGO","0"
"657",657,"10/19/2015","LUNES","0"
"658",658,"10/20/2015","MARTES","0"
"659",659,"10/21/2015","MIERCOLES","0"
"660",660,"10/22/2015","JUEVES","0"
"661",661,"10/23/2015","VIERNES","0"
"662",662,"10/24/2015","SÁBADO","0"
"663",663,"10/25/2015","DOMINGO","ELE"
"664",664,"10/26/2015","LUNES","0"
"665",665,"10/27/2015","MARTES","0"
"666",666,"10/28/2015","MIERCOLES","0"
"667",667,"10/29/2015","JUEVES","0"
"668",668,"10/30/2015","VIERNES","0"
"669",669,"10/31/2015","SÁBADO","HWN"
"670",670,"11/1/2015","DOMINGO","0"
"671",671,"11/2/2015","LUNES","2"
"672",672,"11/3/2015","MARTES","0"
"673",673,"11/4/2015","MIERCOLES","0"
"674",674,"11/5/2015","JUEVES","0"
"675",675,"11/6/2015","VIERNES","0"
"676",676,"11/7/2015","SÁBADO","0"
"677",677,"11/8/2015","DOMINGO","0"
"678",678,"11/9/2015","LUNES","0"
"679",679,"11/10/2015","MARTES","0"
"680",680,"11/11/2015","MIERCOLES","0"
"681",681,"11/12/2015","JUEVES","0"
"682",682,"11/13/2015","VIERNES","0"
"683",683,"11/14/2015","SÁBADO","0"
"684",684,"11/15/2015","DOMINGO","0"
"685",685,"11/16/2015","LUNES","2"
"686",686,"11/17/2015","MARTES","0"
"687",687,"11/18/2015","MIERCOLES","0"
"688",688,"11/19/2015","JUEVES","0"
"689",689,"11/20/2015","VIERNES","0"
"690",690,"11/21/2015","SÁBADO","0"
"691",691,"11/22/2015","DOMINGO","0"
"692",692,"11/23/2015","LUNES","0"
"693",693,"11/24/2015","MARTES","0"
"694",694,"11/25/2015","MIERCOLES","0"
"695",695,"11/26/2015","JUEVES","0"
"696",696,"11/27/2015","VIERNES","0"
"697",697,"11/28/2015","SÁBADO","0"
"698",698,"11/29/2015","DOMINGO","0"
"699",699,"11/30/2015","LUNES","0"
"700",700,"12/1/2015","MARTES","ALB"
"701",701,"12/2/2015","MIERCOLES","0"
"702",702,"12/3/2015","JUEVES","0"
"703",703,"12/4/2015","VIERNES","0"
"704",704,"12/5/2015","SÁBADO","0"
"705",705,"12/6/2015","DOMINGO","0"
"706",706,"12/7/2015","LUNES","DVT"
"707",707,"12/8/2015","MARTES","2"
"708",708,"12/9/2015","MIERCOLES","0"
"709",709,"12/10/2015","JUEVES","0"
"710",710,"12/11/2015","VIERNES","0"
"711",711,"12/12/2015","SÁBADO","0"
"712",712,"12/13/2015","DOMINGO","0"
"713",713,"12/14/2015","LUNES","0"
"714",714,"12/15/2015","MARTES","0"
"715",715,"12/16/2015","MIERCOLES","0"
"716",716,"12/17/2015","JUEVES","0"
"717",717,"12/18/2015","VIERNES","0"
"718",718,"12/19/2015","SÁBADO","0"
"719",719,"12/20/2015","DOMINGO","0"
"720",720,"12/21/2015","LUNES","0"
"721",721,"12/22/2015","MARTES","0"
"722",722,"12/23/2015","MIERCOLES","0"
"723",723,"12/24/2015","JUEVES","0"
"724",724,"12/25/2015","VIERNES","2"
"725",725,"12/26/2015","SÁBADO","VAC"
"726",726,"12/27/2015","DOMINGO","VAC"
"727",727,"12/28/2015","LUNES","VAC"
"728",728,"12/29/2015","MARTES","VAC"
"729",729,"12/30/2015","MIERCOLES","VAC"
"730",730,"12/31/2015","JUEVES","FDA"
"731",731,"1/1/2016","VIERNES","2"
"732",732,"1/2/2016","SÁBADO","VAC"
"733",733,"1/3/2016","DOMINGO","VAC"
"734",734,"1/4/2016","LUNES","VAC"
"735",735,"1/5/2016","MARTES","VAC"
"736",736,"1/6/2016","MIERCOLES","0"
"737",737,"1/7/2016","JUEVES","0"
"738",738,"1/8/2016","VIERNES","0"
"739",739,"1/9/2016","SÁBADO","0"
"740",740,"1/10/2016","DOMINGO","0"
"741",741,"1/11/2016","LUNES","2"
"742",742,"1/12/2016","MARTES","0"
"743",743,"1/13/2016","MIERCOLES","0"
"744",744,"1/14/2016","JUEVES","0"
"745",745,"1/15/2016","VIERNES","0"
"746",746,"1/16/2016","SÁBADO","0"
"747",747,"1/17/2016","DOMINGO","0"
"748",748,"1/18/2016","LUNES","0"
"749",749,"1/19/2016","MARTES","0"
"750",750,"1/20/2016","MIERCOLES","0"
"751",751,"1/21/2016","JUEVES","0"
"752",752,"1/22/2016","VIERNES","0"
"753",753,"1/23/2016","SÁBADO","0"
"754",754,"1/24/2016","DOMINGO","0"
"755",755,"1/25/2016","LUNES","0"
"756",756,"1/26/2016","MARTES","0"
"757",757,"1/27/2016","MIERCOLES","0"
"758",758,"1/28/2016","JUEVES","0"
"759",759,"1/29/2016","VIERNES","0"
"760",760,"1/30/2016","SÁBADO","0"
"761",761,"1/31/2016","DOMINGO","0"
"762",762,"2/1/2016","LUNES","0"
"763",763,"2/2/2016","MARTES","0"
"764",764,"2/3/2016","MIERCOLES","0"
"765",765,"2/4/2016","JUEVES","0"
"766",766,"2/5/2016","VIERNES","0"
"767",767,"2/6/2016","SÁBADO","0"
"768",768,"2/7/2016","DOMINGO","0"
"769",769,"2/8/2016","LUNES","0"
"770",770,"2/9/2016","MARTES","0"
"771",771,"2/10/2016","MIERCOLES","0"
"772",772,"2/11/2016","JUEVES","0"
"773",773,"2/12/2016","VIERNES","0"
"774",774,"2/13/2016","SÁBADO","0"
"775",775,"2/14/2016","DOMINGO","SVT"
"776",776,"2/15/2016","LUNES","0"
"777",777,"2/16/2016","MARTES","0"
"778",778,"2/17/2016","MIERCOLES","0"
"779",779,"2/18/2016","JUEVES","0"
"780",780,"2/19/2016","VIERNES","0"
"781",781,"2/20/2016","SÁBADO","0"
"782",782,"2/21/2016","DOMINGO","0"
"783",783,"2/22/2016","LUNES","0"
"784",784,"2/23/2016","MARTES","0"
"785",785,"2/24/2016","MIERCOLES","0"
"786",786,"2/25/2016","JUEVES","0"
"787",787,"2/26/2016","VIERNES","0"
"788",788,"2/27/2016","SÁBADO","0"
"789",789,"2/28/2016","DOMINGO","0"
"790",790,"2/29/2016","LUNES","0"
"791",791,"3/1/2016","MARTES","0"
"792",792,"3/2/2016","MIERCOLES","0"
"793",793,"3/3/2016","JUEVES","0"
"794",794,"3/4/2016","VIERNES","0"
"795",795,"3/5/2016","SÁBADO","0"
"796",796,"3/6/2016","DOMINGO","0"
"797",797,"3/7/2016","LUNES","0"
"798",798,"3/8/2016","MARTES","0"
"799",799,"3/9/2016","MIERCOLES","0"
"800",800,"3/10/2016","JUEVES","0"
"801",801,"3/11/2016","VIERNES","0"
"802",802,"3/12/2016","SÁBADO","0"
"803",803,"3/13/2016","DOMINGO","0"
"804",804,"3/14/2016","LUNES","0"
"805",805,"3/15/2016","MARTES","0"
"806",806,"3/16/2016","MIERCOLES","0"
"807",807,"3/17/2016","JUEVES","0"
"808",808,"3/18/2016","VIERNES","0"
"809",809,"3/19/2016","SÁBADO","FDF"
"810",810,"3/20/2016","DOMINGO","2"
"811",811,"3/21/2016","LUNES","2"
"812",812,"3/22/2016","MARTES","SMS"
"813",813,"3/23/2016","MIERCOLES","SMS"
"814",814,"3/24/2016","JUEVES","2"
"815",815,"3/25/2016","VIERNES","2"
"816",816,"3/26/2016","SÁBADO","SMS"
"817",817,"3/27/2016","DOMINGO","2"
"818",818,"3/28/2016","LUNES","0"
"819",819,"3/29/2016","MARTES","0"
"820",820,"3/30/2016","MIERCOLES","0"
"821",821,"3/31/2016","JUEVES","0"
"822",822,"4/1/2016","VIERNES","0"
"823",823,"4/2/2016","SÁBADO","0"
"824",824,"4/3/2016","DOMINGO","0"
"825",825,"4/4/2016","LUNES","0"
"826",826,"4/5/2016","MARTES","0"
"827",827,"4/6/2016","MIERCOLES","0"
"828",828,"4/7/2016","JUEVES","0"
"829",829,"4/8/2016","VIERNES","0"
"830",830,"4/9/2016","SÁBADO","0"
"831",831,"4/10/2016","DOMINGO","0"
"832",832,"4/11/2016","LUNES","0"
"833",833,"4/12/2016","MARTES","0"
"834",834,"4/13/2016","MIERCOLES","0"
"835",835,"4/14/2016","JUEVES","0"
"836",836,"4/15/2016","VIERNES","0"
"837",837,"4/16/2016","SÁBADO","0"
"838",838,"4/17/2016","DOMINGO","0"
"839",839,"4/18/2016","LUNES","0"
"840",840,"4/19/2016","MARTES","0"
"841",841,"4/20/2016","MIERCOLES","0"
"842",842,"4/21/2016","JUEVES","0"
"843",843,"4/22/2016","VIERNES","0"
"844",844,"4/23/2016","SÁBADO","0"
"845",845,"4/24/2016","DOMINGO","0"
"846",846,"4/25/2016","LUNES","0"
"847",847,"4/26/2016","MARTES","0"
"848",848,"4/27/2016","MIERCOLES","0"
"849",849,"4/28/2016","JUEVES","0"
"850",850,"4/29/2016","VIERNES","0"
"851",851,"4/30/2016","SÁBADO","0"
"852",852,"5/1/2016","DOMINGO","2"
"853",853,"5/2/2016","LUNES","0"
"854",854,"5/3/2016","MARTES","0"
"855",855,"5/4/2016","MIERCOLES","0"
"856",856,"5/5/2016","JUEVES","0"
"857",857,"5/6/2016","VIERNES","0"
"858",858,"5/7/2016","SÁBADO","0"
"859",859,"5/8/2016","DOMINGO","DMD"
"860",860,"5/9/2016","LUNES","2"
"861",861,"5/10/2016","MARTES","0"
"862",862,"5/11/2016","MIERCOLES","0"
"863",863,"5/12/2016","JUEVES","0"
"864",864,"5/13/2016","VIERNES","0"
"865",865,"5/14/2016","SÁBADO","0"
"866",866,"5/15/2016","DOMINGO","0"
"867",867,"5/16/2016","LUNES","0"
"868",868,"5/17/2016","MARTES","0"
"869",869,"5/18/2016","MIERCOLES","0"
"870",870,"5/19/2016","JUEVES","0"
"871",871,"5/20/2016","VIERNES","0"
"872",872,"5/21/2016","SÁBADO","0"
"873",873,"5/22/2016","DOMINGO","0"
"874",874,"5/23/2016","LUNES","0"
"875",875,"5/24/2016","MARTES","0"
"876",876,"5/25/2016","MIERCOLES","0"
"877",877,"5/26/2016","JUEVES","0"
"878",878,"5/27/2016","VIERNES","0"
"879",879,"5/28/2016","SÁBADO","0"
"880",880,"5/29/2016","DOMINGO","0"
"881",881,"5/30/2016","LUNES","2"
"882",882,"5/31/2016","MARTES","0"
"883",883,"6/1/2016","MIERCOLES","0"
"884",884,"6/2/2016","JUEVES","0"
"885",885,"6/3/2016","VIERNES","0"
"886",886,"6/4/2016","SÁBADO","0"
"887",887,"6/5/2016","DOMINGO","0"
"888",888,"6/6/2016","LUNES","2"
"889",889,"6/7/2016","MARTES","0"
"890",890,"6/8/2016","MIERCOLES","0"
"891",891,"6/9/2016","JUEVES","0"
"892",892,"6/10/2016","VIERNES","0"
"893",893,"6/11/2016","SÁBADO","0"
"894",894,"6/12/2016","DOMINGO","0"
"895",895,"6/13/2016","LUNES","0"
"896",896,"6/14/2016","MARTES","0"
"897",897,"6/15/2016","MIERCOLES","0"
"898",898,"6/16/2016","JUEVES","0"
"899",899,"6/17/2016","VIERNES","0"
"900",900,"6/18/2016","SÁBADO","0"
"901",901,"6/19/2016","DOMINGO","DPD"
"902",902,"6/20/2016","LUNES","0"
"903",903,"6/21/2016","MARTES","0"
"904",904,"6/22/2016","MIERCOLES","0"
"905",905,"6/23/2016","JUEVES","0"
"906",906,"6/24/2016","VIERNES","0"
"907",907,"6/25/2016","SÁBADO","0"
"908",908,"6/26/2016","DOMINGO","0"
"909",909,"6/27/2016","LUNES","0"
"910",910,"6/28/2016","MARTES","0"
"911",911,"6/29/2016","MIERCOLES","0"
"912",912,"6/30/2016","JUEVES","0"
"913",913,"7/1/2016","VIERNES","0"
"914",914,"7/2/2016","SÁBADO","0"
"915",915,"7/3/2016","DOMINGO","MOG"
"916",916,"7/4/2016","LUNES","2"
"917",917,"7/5/2016","MARTES","0"
"918",918,"7/6/2016","MIERCOLES","0"
"919",919,"7/7/2016","JUEVES","0"
"920",920,"7/8/2016","VIERNES","0"
"921",921,"7/9/2016","SÁBADO","0"
"922",922,"7/10/2016","DOMINGO","0"
"923",923,"7/11/2016","LUNES","0"
"924",924,"7/12/2016","MARTES","0"
"925",925,"7/13/2016","MIERCOLES","0"
"926",926,"7/14/2016","JUEVES","0"
"927",927,"7/15/2016","VIERNES","0"
"928",928,"7/16/2016","SÁBADO","0"
"929",929,"7/17/2016","DOMINGO","0"
"930",930,"7/18/2016","LUNES","0"
"931",931,"7/19/2016","MARTES","0"
"932",932,"7/20/2016","MIERCOLES","2"
"933",933,"7/21/2016","JUEVES","0"
"934",934,"7/22/2016","VIERNES","0"
"935",935,"7/23/2016","SÁBADO","0"
"936",936,"7/24/2016","DOMINGO","0"
"937",937,"7/25/2016","LUNES","0"
"938",938,"7/26/2016","MARTES","0"
"939",939,"7/27/2016","MIERCOLES","0"
"940",940,"7/28/2016","JUEVES","0"
"941",941,"7/29/2016","VIERNES","0"
"942",942,"7/30/2016","SÁBADO","0"
"943",943,"7/31/2016","DOMINGO","0"
"944",944,"8/1/2016","LUNES","0"
"945",945,"8/2/2016","MARTES","0"
"946",946,"8/3/2016","MIERCOLES","0"
"947",947,"8/4/2016","JUEVES","0"
"948",948,"8/5/2016","VIERNES","0"
"949",949,"8/6/2016","SÁBADO","0"
"950",950,"8/7/2016","DOMINGO","2"
"951",951,"8/8/2016","LUNES","0"
"952",952,"8/9/2016","MARTES","0"
"953",953,"8/10/2016","MIERCOLES","0"
"954",954,"8/11/2016","JUEVES","0"
"955",955,"8/12/2016","VIERNES","0"
"956",956,"8/13/2016","SÁBADO","0"
"957",957,"8/14/2016","DOMINGO","0"
"958",958,"8/15/2016","LUNES","2"
"959",959,"8/16/2016","MARTES","0"
"960",960,"8/17/2016","MIERCOLES","0"
"961",961,"8/18/2016","JUEVES","0"
"962",962,"8/19/2016","VIERNES","0"
"963",963,"8/20/2016","SÁBADO","0"
"964",964,"8/21/2016","DOMINGO","0"
"965",965,"8/22/2016","LUNES","0"
"966",966,"8/23/2016","MARTES","0"
"967",967,"8/24/2016","MIERCOLES","0"
"968",968,"8/25/2016","JUEVES","0"
"969",969,"8/26/2016","VIERNES","0"
"970",970,"8/27/2016","SÁBADO","0"
"971",971,"8/28/2016","DOMINGO","0"
"972",972,"8/29/2016","LUNES","0"
"973",973,"8/30/2016","MARTES","0"
"974",974,"8/31/2016","MIERCOLES","0"
"975",975,"9/1/2016","JUEVES","0"
"976",976,"9/2/2016","VIERNES","0"
"977",977,"9/3/2016","SÁBADO","0"
"978",978,"9/4/2016","DOMINGO","0"
"979",979,"9/5/2016","LUNES","0"
"980",980,"9/6/2016","MARTES","0"
"981",981,"9/7/2016","MIERCOLES","0"
"982",982,"9/8/2016","JUEVES","0"
"983",983,"9/9/2016","VIERNES","0"
"984",984,"9/10/2016","SÁBADO","0"
"985",985,"9/11/2016","DOMINGO","0"
"986",986,"9/12/2016","LUNES","0"
"987",987,"9/13/2016","MARTES","0"
"988",988,"9/14/2016","MIERCOLES","0"
"989",989,"9/15/2016","JUEVES","0"
"990",990,"9/16/2016","VIERNES","0"
"991",991,"9/17/2016","SÁBADO","SVT"
"992",992,"9/18/2016","DOMINGO","0"
"993",993,"9/19/2016","LUNES","0"
"994",994,"9/20/2016","MARTES","0"
"995",995,"9/21/2016","MIERCOLES","0"
"996",996,"9/22/2016","JUEVES","0"
"997",997,"9/23/2016","VIERNES","0"
"998",998,"9/24/2016","SÁBADO","0"
"999",999,"9/25/2016","DOMINGO","0"
"1000",1000,"9/26/2016","LUNES","0"
"1001",1001,"9/27/2016","MARTES","0"
"1002",1002,"9/28/2016","MIERCOLES","0"
"1003",1003,"9/29/2016","JUEVES","0"
"1004",1004,"9/30/2016","VIERNES","0"
"1005",1005,"10/1/2016","SÁBADO","0"
"1006",1006,"10/2/2016","DOMINGO","0"
"1007",1007,"10/3/2016","LUNES","0"
"1008",1008,"10/4/2016","MARTES","0"
"1009",1009,"10/5/2016","MIERCOLES","0"
"1010",1010,"10/6/2016","JUEVES","0"
"1011",1011,"10/7/2016","VIERNES","0"
"1012",1012,"10/8/2016","SÁBADO","0"
"1013",1013,"10/9/2016","DOMINGO","0"
"1014",1014,"10/10/2016","LUNES","0"
"1015",1015,"10/11/2016","MARTES","0"
"1016",1016,"10/12/2016","MIERCOLES","0"
"1017",1017,"10/13/2016","JUEVES","0"
"1018",1018,"10/14/2016","VIERNES","0"
"1019",1019,"10/15/2016","SÁBADO","0"
"1020",1020,"10/16/2016","DOMINGO","0"
"1021",1021,"10/17/2016","LUNES","2"
"1022",1022,"10/18/2016","MARTES","0"
"1023",1023,"10/19/2016","MIERCOLES","0"
"1024",1024,"10/20/2016","JUEVES","0"
"1025",1025,"10/21/2016","VIERNES","0"
"1026",1026,"10/22/2016","SÁBADO","0"
"1027",1027,"10/23/2016","DOMINGO","0"
"1028",1028,"10/24/2016","LUNES","0"
"1029",1029,"10/25/2016","MARTES","0"
"1030",1030,"10/26/2016","MIERCOLES","0"
"1031",1031,"10/27/2016","JUEVES","0"
"1032",1032,"10/28/2016","VIERNES","0"
"1033",1033,"10/29/2016","SÁBADO","0"
"1034",1034,"10/30/2016","DOMINGO","0"
"1035",1035,"10/31/2016","LUNES","HWN"
"1036",1036,"11/1/2016","MARTES","0"
"1037",1037,"11/2/2016","MIERCOLES","0"
"1038",1038,"11/3/2016","JUEVES","0"
"1039",1039,"11/4/2016","VIERNES","0"
"1040",1040,"11/5/2016","SÁBADO","0"
"1041",1041,"11/6/2016","DOMINGO","0"
"1042",1042,"11/7/2016","LUNES","2"
"1043",1043,"11/8/2016","MARTES","0"
"1044",1044,"11/9/2016","MIERCOLES","0"
"1045",1045,"11/10/2016","JUEVES","0"
"1046",1046,"11/11/2016","VIERNES","0"
"1047",1047,"11/12/2016","SÁBADO","0"
"1048",1048,"11/13/2016","DOMINGO","0"
"1049",1049,"11/14/2016","LUNES","2"
"1050",1050,"11/15/2016","MARTES","0"
"1051",1051,"11/16/2016","MIERCOLES","0"
"1052",1052,"11/17/2016","JUEVES","0"
"1053",1053,"11/18/2016","VIERNES","0"
"1054",1054,"11/19/2016","SÁBADO","0"
"1055",1055,"11/20/2016","DOMINGO","0"
"1056",1056,"11/21/2016","LUNES","0"
"1057",1057,"11/22/2016","MARTES","0"
"1058",1058,"11/23/2016","MIERCOLES","0"
"1059",1059,"11/24/2016","JUEVES","0"
"1060",1060,"11/25/2016","VIERNES","0"
"1061",1061,"11/26/2016","SÁBADO","0"
"1062",1062,"11/27/2016","DOMINGO","0"
"1063",1063,"11/28/2016","LUNES","0"
"1064",1064,"11/29/2016","MARTES","0"
"1065",1065,"11/30/2016","MIERCOLES","0"
"1066",1066,"12/1/2016","JUEVES","ALB"
"1067",1067,"12/2/2016","VIERNES","0"
"1068",1068,"12/3/2016","SÁBADO","0"
"1069",1069,"12/4/2016","DOMINGO","0"
"1070",1070,"12/5/2016","LUNES","0"
"1071",1071,"12/6/2016","MARTES","0"
"1072",1072,"12/7/2016","MIERCOLES","DVT"
"1073",1073,"12/8/2016","JUEVES","2"
"1074",1074,"12/9/2016","VIERNES","0"
"1075",1075,"12/10/2016","SÁBADO","0"
"1076",1076,"12/11/2016","DOMINGO","0"
"1077",1077,"12/12/2016","LUNES","0"
"1078",1078,"12/13/2016","MARTES","0"
"1079",1079,"12/14/2016","MIERCOLES","0"
"1080",1080,"12/15/2016","JUEVES","0"
"1081",1081,"12/16/2016","VIERNES","0"
"1082",1082,"12/17/2016","SÁBADO","0"
"1083",1083,"12/18/2016","DOMINGO","0"
"1084",1084,"12/19/2016","LUNES","0"
"1085",1085,"12/20/2016","MARTES","0"
"1086",1086,"12/21/2016","MIERCOLES","0"
"1087",1087,"12/22/2016","JUEVES","0"
"1088",1088,"12/23/2016","VIERNES","0"
"1089",1089,"12/24/2016","SÁBADO","0"
"1090",1090,"12/25/2016","DOMINGO","2"
"1091",1091,"12/26/2016","LUNES","VAC"
"1092",1092,"12/27/2016","MARTES","VAC"
"1093",1093,"12/28/2016","MIERCOLES","VAC"
"1094",1094,"12/29/2016","JUEVES","VAC"
"1095",1095,"12/30/2016","VIERNES","VAC"
"1096",1096,"12/31/2016","SÁBADO","FDA"
"1097",1097,"1/1/2017","DOMINGO","2"
"1098",1098,"1/2/2017","LUNES","VAC"
"1099",1099,"1/3/2017","MARTES","VAC"
"1100",1100,"1/4/2017","MIERCOLES","VAC"
"1101",1101,"1/5/2017","JUEVES","VAC"
"1102",1102,"1/6/2017","VIERNES","0"
"1103",1103,"1/7/2017","SÁBADO","0"
"1104",1104,"1/8/2017","DOMINGO","0"
"1105",1105,"1/9/2017","LUNES","2"
"1106",1106,"1/10/2017","MARTES","0"
"1107",1107,"1/11/2017","MIERCOLES","0"
"1108",1108,"1/12/2017","JUEVES","0"
"1109",1109,"1/13/2017","VIERNES","0"
"1110",1110,"1/14/2017","SÁBADO","0"
"1111",1111,"1/15/2017","DOMINGO","0"
"1112",1112,"1/16/2017","LUNES","0"
"1113",1113,"1/17/2017","MARTES","0"
"1114",1114,"1/18/2017","MIERCOLES","0"
"1115",1115,"1/19/2017","JUEVES","0"
"1116",1116,"1/20/2017","VIERNES","0"
"1117",1117,"1/21/2017","SÁBADO","0"
"1118",1118,"1/22/2017","DOMINGO","0"
"1119",1119,"1/23/2017","LUNES","0"
"1120",1120,"1/24/2017","MARTES","0"
"1121",1121,"1/25/2017","MIERCOLES","0"
"1122",1122,"1/26/2017","JUEVES","0"
"1123",1123,"1/27/2017","VIERNES","0"
"1124",1124,"1/28/2017","SÁBADO","0"
"1125",1125,"1/29/2017","DOMINGO","0"
"1126",1126,"1/30/2017","LUNES","0"
"1127",1127,"1/31/2017","MARTES","0"
"1128",1128,"2/1/2017","MIERCOLES","0"
"1129",1129,"2/2/2017","JUEVES","0"
"1130",1130,"2/3/2017","VIERNES","0"
"1131",1131,"2/4/2017","SÁBADO","0"
"1132",1132,"2/5/2017","DOMINGO","0"
"1133",1133,"2/6/2017","LUNES","0"
"1134",1134,"2/7/2017","MARTES","0"
"1135",1135,"2/8/2017","MIERCOLES","0"
"1136",1136,"2/9/2017","JUEVES","0"
"1137",1137,"2/10/2017","VIERNES","0"
"1138",1138,"2/11/2017","SÁBADO","0"
"1139",1139,"2/12/2017","DOMINGO","0"
"1140",1140,"2/13/2017","LUNES","0"
"1141",1141,"2/14/2017","MARTES","SVT"
"1142",1142,"2/15/2017","MIERCOLES","0"
"1143",1143,"2/16/2017","JUEVES","0"
"1144",1144,"2/17/2017","VIERNES","0"
"1145",1145,"2/18/2017","SÁBADO","0"
"1146",1146,"2/19/2017","DOMINGO","0"
"1147",1147,"2/20/2017","LUNES","0"
"1148",1148,"2/21/2017","MARTES","0"
"1149",1149,"2/22/2017","MIERCOLES","0"
"1150",1150,"2/23/2017","JUEVES","0"
"1151",1151,"2/24/2017","VIERNES","0"
"1152",1152,"2/25/2017","SÁBADO","0"
"1153",1153,"2/26/2017","DOMINGO","0"
"1154",1154,"2/27/2017","LUNES","0"
"1155",1155,"2/28/2017","MARTES","0"
"1156",1156,"3/1/2017","MIERCOLES","0"
"1157",1157,"3/2/2017","JUEVES","0"
"1158",1158,"3/3/2017","VIERNES","0"
"1159",1159,"3/4/2017","SÁBADO","0"
"1160",1160,"3/5/2017","DOMINGO","0"
"1161",1161,"3/6/2017","LUNES","0"
"1162",1162,"3/7/2017","MARTES","0"
"1163",1163,"3/8/2017","MIERCOLES","0"
"1164",1164,"3/9/2017","JUEVES","0"
"1165",1165,"3/10/2017","VIERNES","0"
"1166",1166,"3/11/2017","SÁBADO","0"
"1167",1167,"3/12/2017","DOMINGO","0"
"1168",1168,"3/13/2017","LUNES","0"
"1169",1169,"3/14/2017","MARTES","0"
"1170",1170,"3/15/2017","MIERCOLES","0"
"1171",1171,"3/16/2017","JUEVES","0"
"1172",1172,"3/17/2017","VIERNES","0"
"1173",1173,"3/18/2017","SÁBADO","0"
"1174",1174,"3/19/2017","DOMINGO","0"
"1175",1175,"3/20/2017","LUNES","2"
"1176",1176,"3/21/2017","MARTES","0"
"1177",1177,"3/22/2017","MIERCOLES","0"
"1178",1178,"3/23/2017","JUEVES","0"
"1179",1179,"3/24/2017","VIERNES","0"
"1180",1180,"3/25/2017","SÁBADO","0"
"1181",1181,"3/26/2017","DOMINGO","0"
"1182",1182,"3/27/2017","LUNES","0"
"1183",1183,"3/28/2017","MARTES","0"
"1184",1184,"3/29/2017","MIERCOLES","0"
"1185",1185,"3/30/2017","JUEVES","0"
"1186",1186,"3/31/2017","VIERNES","0"
"1187",1187,"4/1/2017","SÁBADO","0"
"1188",1188,"4/2/2017","DOMINGO","0"
"1189",1189,"4/3/2017","LUNES","0"
"1190",1190,"4/4/2017","MARTES","0"
"1191",1191,"4/5/2017","MIERCOLES","0"
"1192",1192,"4/6/2017","JUEVES","0"
"1193",1193,"4/7/2017","VIERNES","0"
"1194",1194,"4/8/2017","SÁBADO","SMS"
"1195",1195,"4/9/2017","DOMINGO","2"
"1196",1196,"4/10/2017","LUNES","SMS"
"1197",1197,"4/11/2017","MARTES","SMS"
"1198",1198,"4/12/2017","MIERCOLES","SMS"
"1199",1199,"4/13/2017","JUEVES","2"
"1200",1200,"4/14/2017","VIERNES","2"
"1201",1201,"4/15/2017","SÁBADO","SMS"
"1202",1202,"4/16/2017","DOMINGO","2"
"1203",1203,"4/17/2017","LUNES","0"
"1204",1204,"4/18/2017","MARTES","0"
"1205",1205,"4/19/2017","MIERCOLES","0"
"1206",1206,"4/20/2017","JUEVES","0"
"1207",1207,"4/21/2017","VIERNES","0"
"1208",1208,"4/22/2017","SÁBADO","0"
"1209",1209,"4/23/2017","DOMINGO","0"
"1210",1210,"4/24/2017","LUNES","0"
"1211",1211,"4/25/2017","MARTES","0"
"1212",1212,"4/26/2017","MIERCOLES","0"
"1213",1213,"4/27/2017","JUEVES","0"
"1214",1214,"4/28/2017","VIERNES","0"
"1215",1215,"4/29/2017","SÁBADO","0"
"1216",1216,"4/30/2017","DOMINGO","0"
"1217",1217,"5/1/2017","LUNES","2"
"1218",1218,"5/2/2017","MARTES","0"
